id,cast,director
11257,[],James Ivory
158015,"[""Lena Headey"", ""Ethan Hawke"", ""Max Burkholder"", ""Adelaide Kane"", ""Rhys Wakefield"", ""Tony Oller"", ""Edwin Hodge"", ""Tom Yi"", ""Arija Bareikis"", ""Chris Mulkey"", ""Tisha French"", ""Dana Bunch"", ""Peter Gvozdas"", ""John Weselcouch"", ""Alicia Vela-Bailey""]",James DeMonaco
82507,[],
20337,"[""Martin Lawrence""]","Martin Lawrence,David Raynr"
261,[],Richard Brooks
1685,"[""James Franciscus"", ""Kim Hunter"", ""Maurice Evans"", ""Linda Harrison"", ""Charlton Heston"", ""Paul Richards"", ""David Watson"", ""Thomas Gomez"", ""Victor Buono"", ""James Gregory"", ""Jeff Corey"", ""Natalie Trundy"", ""Don Pedro Colley"", ""Tod Andrews"", ""Gregory Sierra"", ""Eldon Burke""]",Ted Post
20737,"[""Kevin Zegers"", ""Wendy Makkena"", ""Michael Jeter"", ""Bill Cobbs"", ""Brendan Fletcher"", ""Norman Browning"", ""Eric Christmas"", ""Nicola Cavendish""]",Charles Martin Smith
10991,"[""Veronica Taylor"", ""Rachael Lillis"", ""Eric Stuart""]","Michael Haigney,Kunihiko Yuyama"
10225,"[""Thom Mathews"", ""Jennifer Cooke"", ""David Kagen"", ""Ren\u00e9e Jones"", ""Tom Fridley"", ""C.J. Graham"", ""Tony Goldwyn"", ""Darcy DeMoss"", ""Ann Ryerson"", ""Alan Blumenfeld"", ""Ron Palillo"", ""Kerry Noonan""]",Tom McLoughlin
826,"[""William Holden"", ""Alec Guinness"", ""Jack Hawkins"", ""Sessue Hayakawa"", ""James Donald"", ""Geoffrey Horne"", ""Andr\u00e9 Morell"", ""Peter Williams"", ""John Boxer"", ""Percy Herbert"", ""Harold Goodwin"", ""Ann Sears"", ""Heihachir\u00f4 \u00d4kawa"", ""Keiichir\u00f4 Katsumoto"", ""Vilaiwan Seeboonreaung""]",David Lean
34086,"[""Ariana Richards"", ""Douglas Barr"", ""Royal Dano"", ""William Holmes""]",Patrick Read Johnson
5854,"[""Barbara Harris"", ""Bruce Dern"", ""Karen Black"", ""William Devane"", ""Ed Lauter"", ""Cathleen Nesbitt"", ""Katherine Helmond"", ""Warren J. Kemmerling"", ""Edith Atwater"", ""William Prince"", ""Nicholas Colasanto"", ""Charles Tyner"", ""Alexander Lockwood"", ""Alfred Hitchcock"", ""Marge Redmond"", ""John Lehne""]",Alfred Hitchcock
284,"[""Jack Lemmon"", ""Shirley MacLaine"", ""Fred MacMurray"", ""Ray Walston"", ""Jack Kruschen"", ""Naomi Stevens"", ""Hope Holiday"", ""Edie Adams"", ""Joan Shawlee"", ""Johnny Seven"", ""David Lewis"", ""Joyce Jameson"", ""Willard Waterman"", ""David White"", ""Dorothy Abbott"", ""Ralph Moratz"", ""Joe Palma"", ""Bill Baldwin"", ""Benny Burt"", ""Lynn Cartwright"", ""Mason Curry"", ""David Macklin"", ""Hal Smith""]",Billy Wilder
10285,[],Adam Marcus
5780,[],Alfred Hitchcock
292,[],Michel Gondry
223485,"[""Michael Fassbender"", ""Kodi Smit-McPhee"", ""Ben Mendelsohn"", ""Caren Pistorius"", ""Rory McCann"", ""Brooke Williams"", ""Alex MacQueen"", ""Kalani Queypo"", ""Madeleine Sami""]",
29463,"[""Blair Underwood"", ""Joseph Simmons"", ""Darryl McDaniels"", ""Sheila E."", ""Kurtis Blow"", ""LL Cool J"", ""Rick Rubin"", ""Damon Wimbley"", ""Mark Morales"", ""Darren Robinson""]",Michael Schultz
18065,"[""Donald Faison"", ""Mike Epps"", ""Wood Harris"", ""Omari Hardwick"", ""Yasiin Bey"", ""Lauren London""]",Benny Boom
22013,"[""Burt Lancaster"", ""Jean Simmons"", ""Arthur Kennedy"", ""Dean Jagger"", ""Shirley Jones"", ""Patti Page"", ""Edward Andrews"", ""John McIntire"", ""Hugh Marlowe"", ""Joe Maross"", ""Philip Ober"", ""Barry Kelley"", ""Wendell Holmes"", ""Dayton Lummis""]",Richard Brooks
821,[],Stanley Kramer
53862,"[""Deon Richmond"", ""Donald Faison"", ""Guy Torry"", ""Maia Campbell"", ""Aloma Wright""]",David Raynr
3089,[],"Howard Hawks,Arthur Rosson"
30139,[],Nnegest Likké
132344,"[""Ethan Hawke"", ""Julie Delpy"", ""Seamus Davey-Fitzpatrick"", ""Jennifer Prior"", ""Charlotte Prior"", ""Xenia Kalogeropoulou"", ""Walter Lassally"", ""Ariane Labed"", ""Yiannis Papadopoulos"", ""Athina Rachel Tsangari"", ""Panos Koronis"", ""Enrico Focardi"", ""Manolis Goussias"", ""Anouk Servera"", ""Yota Argyropoulou"", ""Serafeim Radis"", ""John Sloss""]",Richard Linklater
15582,"[""Jason Bateman"", ""Kim Darby"", ""John Astin"", ""Mark Holton"", ""Estee Chandler"", ""Robert Neary"", ""Stuart Fratkin"", ""Paul Sand"", ""James Hampton"", ""Beth Miller"", ""Rachel Sharp"", ""David Burton"", ""William H. Burton Jr."", ""Kathleen Freeman"", ""Eric Matthew"", ""D.A. Matzke"", ""Marty Denkin"", ""Patrick McCord"", ""Kevin Kaye"", ""Michael Zorek"", ""Lawrence Parks"", ""Ruth McArthur"", ""Peter J. Fogel"", ""Scott Craig Jones"", ""Joey Meran"", ""Kelly Reed"", ""Sally Murphy"", ""Janelle Brady"", ""Michael Worth"", ""Stephanie Epper"", ""Matthew T. Adams"", ""Robert Lacovara"", ""Bill Prudich"", ""Xenia Stavrinides""]",Christopher Leitch
15158,"[""James Le Gros"", ""Reggie Bannister"", ""Angus Scrimm"", ""Paula Irvine"", ""Samantha Phillips"", ""Kenneth Tigar"", ""Ruth C. Engel"", ""Mark Anthony Major"", ""Stacey Travis"", ""A. Michael Baldwin"", ""Irene Korman"", ""Troy Fromin"", ""Phil Fondacaro"", ""Ed Gale""]",Don Coscarelli
44634,"[""Kimberly Elise"", ""Loretta Devine"", ""Debbi Morgan"", ""Michael Boatman"", ""Louisa Abernathy""]",Michael Schultz
30309,"[""America Ferrera"", ""Lupe Ontiveros"", ""Ingrid Oliu"", ""George Lopez"", ""Brian Sites"", ""Soledad St. Hilaire"", ""Marlene Forte""]",Patricia Cardoso
7509,[],Deepa Mehta
10557,[],
23531,[],Peter M. Cohen
28005,"[""Indira Varma"", ""Sarita Choudhury"", ""Ramon Tikaram"", ""Naveen Andrews""]",Mira Nair
40247,"[""Rebecca Hall"", ""Catherine Keener"", ""Amanda Peet"", ""Oliver Platt"", ""Sarah Steele"", ""Jason Mantzoukas"", ""Ann Morgan Guilbert"", ""Timothy Doyle"", ""Elise Ivy"", ""Josh Pais"", ""Paul Sparks"", ""Lois Smith"", ""Portia"", ""Thomas Ian Nicholas""]",Nicole Holofcener
252,"[""Gene Wilder"", ""Jack Albertson"", ""Peter Ostrum"", ""Roy Kinnear"", ""Denise Nickerson"", ""Leonard Stone"", ""Julie Dawn Cole"", ""Nora Denney"", ""Peter Capell"", ""Tim Brooke-Taylor"", ""Marcus Powell"", ""Rusty Goffe"", ""Michael Goodliffe"", ""Kurt Gro\u00dfkurth"", ""Malcolm Dixon"", ""Paris Themmen"", ""Ursula Reit"", ""Michael Boliner"", ""Diana Sowle"", ""Aubrey Woods"", ""David Battley"", ""Pat Coombs"", ""G\u00fcnter Meisner"", ""Werner Heyking"", ""Peter Stewart"", ""Franziska Liebing"", ""Dora Altmann"", ""Ernst Ziegler"", ""Stephen Dunn"", ""Frank Delfino"", ""Rudy Borgstaller"", ""George Claydon"", ""Ismed Hassan"", ""Norman McGlen"", ""Angelo Muscat"", ""Albert Wilkinson""]",Mel Stuart
24126,"[""Julian Sands"", ""Chris Young"", ""Paula Marshall"", ""Joanna Pacula"", ""Steve Kahan"", ""R. G. Armstrong"", ""Charles Hallahan"", ""Bruce Glover"", ""Craig Hurley"", ""Dawn Ann Billings"", ""Zach Galligan"", ""Michelle Moffett"", ""Richard Zobel"", ""Ferdy Mayne"", ""Anthony Hickox"", ""George Buck Flower"", ""Monika Schnarre"", ""Wendy Hamilton""]",Anthony Hickox
13982,"[""Joe Pesci"", ""Kristy Swanson"", ""George Hamilton"", ""Dyan Cannon"", ""Andy Comeau"", ""David Spade"", ""Ernestine Mercer"", ""Anthony Mangano"", ""Joe Basile"", ""Frank Roman"", ""Howard George"", ""Tom Platz"", ""Endre Hules"", ""Calvin Levels"", ""John Zurlo"", ""Roger Cobra"", ""Jeff Sanders"", ""Ric Sarabia"", ""Todd Louiso""]",Tom Schulman
16642,"[""Richard Gere"", ""Brooke Adams"", ""Linda Manz"", ""Sam Shepard"", ""Robert J. Wilke"", ""Stuart Margolin"", ""Timothy Scott""]",Terrence Malick
17734,"[""John Turturro"", ""Clea DuVall"", ""Matthew McConaughey"", ""Amy Irving"", ""Alan Arkin"", ""Walt MacPherson"", ""Daryl Edwards"", ""James Yaegashi"", ""David Connolly"", ""Rob McElhenney""]",Jill Sprecher
18892,[],Darren Stein
549,[],Julian Schnabel
121986,[],
868,[],Gavin Hood
10683,"[""Jane Adams"", ""Jon Lovitz"", ""Philip Seymour Hoffman"", ""Dylan Baker"", ""Evan Silverberg"", ""Rufus Read"", ""Justin Elvin"", ""Lara Flynn Boyle"", ""Cynthia Stevenson"", ""Lila Glantzman-Leib"", ""Gerry Becker"", ""Louise Lasser"", ""Ben Gazzara"", ""Camryn Manheim"", ""Arthur J. Nascarella"", ""Molly Shannon"", ""Jared Harris"", ""Ann Harada""]",Todd Solondz
17995,"[""Eddie Griffin"", ""Joe Howard"", ""Matthew Brent"", ""Robert Noble""]",George Gallo
246403,"[""Michael Parks"", ""Justin Long"", ""Haley Joel Osment"", ""G\u00e9nesis Rodr\u00edguez"", ""Ralph Garman"", ""Johnny Depp"", ""Harley Quinn Smith"", ""Lily-Rose Depp"", ""Jennifer Schwalbach Smith"", ""Jennifer Schwalbach Smith""]",Kevin Smith
670,"[""Choi Min-sik"", ""Yoo Ji-tae"", ""Kang Hye-jung"", ""Kim Byeong-ok"", ""Oh Dal-su"", ""Ji Dae-Han"", ""Oh Tae-kyung"", ""Yoon Jin-Seo"", ""Lee Seung-Shin"", ""Lee Dae-yeon"", ""Ahn Yeon-suk"", ""Oh Gwang-rok"", ""Yoo Yeon-seok""]",Park Chan-wook
35691,"[""Robyn Lively"", ""Jeffrey Johnson"", ""Bailee Madison"", ""Maree Cheatham"", ""Tanner Maguire"", ""Michael Bolten"", ""Ralph Waite"", ""Dennis Neal"", ""Cris Cunningham"", ""L. Derek Leonidoff"", ""Christopher Schmidt"", ""Avery Sommers"", ""Amanda Best"", ""Andrea Conte"", ""Lisa Curtis""]",
49010,"[""Rutger Hauer"", ""Gregory Smith"", ""Robb Wells"", ""Brian Downey"", ""Molly Dunsworth""]",Jason Eisener
317930,"[""Omar Chaparro"", ""Joey Morgan"", ""Aislinn Derbez"", ""Eric Roberts"", ""Camila Sodi"", ""Kevin Pollak"", ""Armando Hern\u00e1ndez"", ""Erick El\u00edas"", ""Jos\u00e9 Sefami""]",Enrique Begné
11229,"[""Kiefer Sutherland"", ""Reese Witherspoon"", ""Wolfgang Bodison"", ""Dan Hedaya"", ""Amanda Plummer"", ""Brooke Shields"", ""Brittany Murphy"", ""Bokeem Woodbine"", ""Guillermo D\u00edaz"", ""Alanna Ubach"", ""Michael T. Weiss"", ""Annette Helde"", ""Ben Meyerson"", ""Tara Subkoff""]",Matthew Bright
22488,"[""Erin Cottrell"", ""Logan Bartholomew"", ""William Morgan Sheppard"", ""James Tupper"", ""Irene Bedard""]",Michael Landon Jr.
24469,[],Andrea Arnold
82533,[],Whit Stillman
50942,"[""Craig T. Nelson"", ""Kim Cattrall"", ""Colm Feore"", ""Cress Williams"", ""Michael Reilly Burke"", ""Michael Michele"", ""Matthew Carey"", ""Megalyn Echikunwoke"", ""Blu Mankuma"", ""John Aylward"", ""Giancarlo Esposito"", ""Gary Reineke"", ""James Coleman"", ""Gandolph St. Clair"", ""Kennedy Samuel""]",
84174,"[""Kirsten Dunst"", ""Isla Fisher"", ""Lizzy Caplan"", ""Rebel Wilson"", ""Adam Scott"", ""Kyle Bornheimer"", ""James Marsden"", ""Ann Dowd"", ""Hayes MacArthur"", ""Ella Rae Peck"", ""Andrew Rannells"", ""Shauna Miles"", ""Arden Myrin"", ""Candy Buckley"", ""June Diane Raphael""]",
34099,"[""Virginia Madsen"", ""Lindsey Haun"", ""Barbara Mamabolo"", ""John Ralston"", ""Nick Roth"", ""Joanne Boland"", ""Aaron Ashmore""]",Bobby Roth
79940,"[""Eric Wareheim"", ""Tim Heidecker"", ""John C. Reilly"", ""Zach Galifianakis"", ""Will Ferrell"", ""Robert Loggia"", ""Ray Wise"", ""Jeff Goldblum"", ""Bob Odenkirk"", ""William Atherton"", ""Noah Spencer"", ""Jon Baggio"", ""Gabriel Bartalos"", ""Nancy Stelle"", ""Ronnie Rodriguez"", ""Marilyn Porayko"", ""Andy Spencer"", ""Michael Gross"", ""Will Forte""]","Tim Heidecker,Eric Wareheim"
342,[],Marco Kreuzpaintner
281230,"[""Eric Stoltz"", ""Kate Connor"", ""Lyndsy Fonseca"", ""Andy Hirsch"", ""Camryn Manheim"", ""Seymour Cassel""]","Michael Worth,Kate Connor"
38033,"[""Nikki Reed"", ""Keith David"", ""Brad Dourif"", ""Betsy Russell"", ""Cherilyn Wilson"", ""Noah Segan"", ""Matt Cohen"", ""Bai Ling""]",Deon Taylor
100975,[],Jason Alexander
38541,"[""Lauren German"", ""Michael Biehn"", ""Milo Ventimiglia"", ""Courtney B. Vance"", ""Ashton Holmes"", ""Rosanna Arquette"", ""Iv\u00e1n Gonz\u00e1lez"", ""Michael Eklund"", ""Abbey Thickson"", ""Jennifer Blanc""]",
39563,"[""Ciar\u00e1n Hinds"", ""Aidan Quinn"", ""Iben Hjejle"", ""Jim Norton"", ""Valerie Spelman""]",Conor McPherson
234212,"[""Maria Bello"", ""Frank Grillo"", ""Cody Horn"", ""Dustin Milligan"", ""Megan Park"", ""Scott Mechlowicz"", ""Aaron Yoo"", ""Alex Goode"", ""Ashton Leigh"", ""Terence Rosemore"", ""Jesse Steccato"", ""Meyer DeLeeuw"", ""Griff Furst"", ""Tyson Sullivan""]",
27404,"[""Paget Brewster"", ""Neil Barton"", ""Eric Hoffman"", ""Darren Keefe"", ""Ashley Head"", ""Brian Krow"", ""John Fortson"", ""Neil Hopkins"", ""Rob Schrab"", ""Regina Berger""]",Philip Zlotorynski
170480,"[""Nicholas Turturro"", ""Talia Shire"", ""Paul Rodr\u00edguez"", ""Gary Valentine"", ""Nick Turturro III"", ""Taylor Negron"", ""Kathrine Narducci"", ""Michael Rapaport"", ""Felipe Esparza"", ""Billy Gardell"", ""David Proval"", ""Paul Sloan"", ""Joy Ortega"", ""Arturo Gil"", ""Lizza Monet Morales"", ""Dwight Turner"", ""Joey Diaz"", ""Robert Gallo""]",Lance Kawas
71866,[],"Francesca Gregorini,Tatiana von Furstenberg"
192210,"[""Camilla Belle"", ""Andy Garc\u00eda"", ""Colin Egglesfield"", ""Juliette Lewis"", ""Christiane Torloni"", ""Carol Castro"", ""John Savage"", ""Kristi Clainos"", ""Emily Nelson"", ""Craig Gellis"", ""Ingrid Rogers""]",Márcio Garcia
180296,"[""Paul Rudd"", ""Amy Poehler"", ""Bill Hader"", ""Ellie Kemper"", ""Cobie Smulders"", ""Noureen DeWulf"", ""Jason Mantzoukas"", ""Michael Ian Black"", ""Michaela Watkins"", ""Randall Park"", ""Christopher Meloni"", ""Teyonah Parris"", ""Ed Helms"", ""David Wain"", ""Jack McBrayer"", ""Kenan Thompson"", ""Ken Marino"", ""John Rue"", ""Max Greenfield"", ""Melanie Lynskey"", ""Erinn Hayes"", ""Aidan Koehler"", ""Zandy Hartig"", ""Skyler Gaertner"", ""Zak Orth"", ""Norah Jones"", ""Adam Scott"", ""John Stamos"", ""Maureen Mueller"", ""Michael Murphy"", ""Alberto Vazquez"", ""Lynn Cohen"", ""Jeffrey Dean Morgan"", ""Michael Shannon"", ""Gameela Wright"", ""Judith Sheindlin""]",David Wain
157058,"[""Kathryn Fiore"", ""Flip Schultz"", ""Olivia Alexander"", ""Arturo del Puerto"", ""Danny Woodburn"", ""French Stewart"", ""Peter Gilroy"", ""Tyler Phillips"", ""Stephen Kramer Glickman"", ""Rebecca Ann Johnson"", ""Heidi Kramer"", ""Ryan Slater""]",Craig Moss
70006,"[""Stacey Asaro"", ""Gralen Bryant Banks"", ""Rus Blackwell"", ""Beau Brasso"", ""Eddie Bravo"", ""Michael Jai White"", ""Dean Geyer"", ""Alex Meraz"", ""Scottie Epstein"", ""Todd Duffee"", ""Evan Peters""]",Michael Jai White
26039,[],John Boorman
79587,"[""Alessandro Gassman"", ""Francesco Quinn"", ""Joe Urla"", ""Lenny Venito"", ""Jennifer Esposito"", ""J. Jewels""]",Paolo Monico
176077,"[""Jake Hoffman"", ""Nikki Reed"", ""Thomas Dekker"", ""Scott Bakula"", ""Jason Priestley"", ""Gina Rodriguez""]","Youssef Delara,Victor Teran"
260947,"[""Shantel VanSanten"", ""John Robinson"", ""James Patrick Stuart"", ""Brittany Murphy"", ""Robert Blanche"", ""Betty Moyer"", ""Broderick Boyd"", ""John Breen"", ""Jerry L. Buxbaum"", ""Joe Feeney"", ""Jeff Hunter"", ""Megan Lee Joy"", ""Patricia Malley Thacher"", ""Gilberto Martin del Campo"", ""Julian Morris""]",Darin Scott
342502,"[""Luke Goss"", ""RZA"", ""Bokeem Woodbine"", ""Louis Mandylor"", ""Brooke Newton"", ""Marco Khan"", ""Tomoko Karina"", ""Heather Roop"", ""Mary Christina Brown"", ""Jillisa Lynn""]",Christian Sesma
191229,[],Monte Hellman
43213,[],Brian Caunter
44594,[],
666,[],Walter Salles
248,[],Frank Capra
325173,"[""Scott Adkins"", ""Nick Chinlund"", ""Caitlin Keats"", ""Jake La Botz"", ""Tony Perez"", ""Madison Lawlor""]",Isaac Florentine
55831,"[""Brenda Vaccaro"", ""Dyan Cannon"", ""Joseph Bologna""]",
351043,"[""Kate Bosworth"", ""Wes Bentley"", ""Shashawnee Hall"", ""Richard Riehle"", ""Patrick Bauchau"", ""Olivia Rose Keegan""]",Michael Polish
43942,[],
10226,[],Alexandre Aja
66942,"[""Ryan Kwanten"", ""Maeve Dermody"", ""Marshall Napier"", ""Heather Mitchell"", ""Patrick Brammall"", ""Kelly Paterniti""]",Leon Ford
356483,[],Hank Braxtan
10476,"[""Terrence Howard"", ""Anthony Anderson"", ""Taryn Manning"", ""Taraji P. Henson"", ""Elise Neal"", ""DJ Qualls"", ""Ludacris"", ""Paula Jai Parker"", ""Isaac Hayes"", ""Jordan Houston"", ""William Engram"", ""Bobby Sandimanie"", ""Haystak"", ""Claude Phillips"", ""Josey Scott""]",Craig Brewer
239,[],Billy Wilder
10281,"[""Kane Hodder"", ""Lar Park Lincoln"", ""Susan Jennifer Sullivan"", ""Kevin Spirtas"", ""Terry Kiser"", ""Elizabeth Kaitan"", ""Susan Blu"", ""John Otrin"", ""Heidi Kozak"", ""William Butler"", ""Staci Greason"", ""Diana Barrows"", ""Debora Kessler"", ""Diane Almeida"", ""Craig Thomas""]",
630,"[""Judy Garland"", ""Frank Morgan"", ""Ray Bolger"", ""Bert Lahr"", ""Jack Haley"", ""Billie Burke"", ""Margaret Hamilton"", ""Charley Grapewin"", ""Clara Blandick"", ""The Singer Midgets"", ""Pat Walshe"", ""Terry""]",Victor Fleming
3034,[],Mel Brooks
13025,"[""Michelle Morgan"", ""Joshua Close"", ""Shawn Roberts"", ""Amy Lalonde"", ""Joe Dinicol"", ""Scott Wentworth"", ""Philip Riccio"", ""Chris Violette"", ""Tatiana Maslany"", ""Todd Schroeder""]",George A. Romero
21461,[],Rajkumar Hirani
55306,"[""Peter Fonda"", ""Patricia Richardson"", ""Christine Dunford"", ""Tom Wood"", ""Jessica Biel"", ""Vanessa Zima"", ""Steven Flynn"", ""Dewey Weber"", ""J. Kenneth Campbell"", ""Traber Burns"", ""Ryan Marshall"", ""Chad Fish""]",Victor Nunez
17264,[],Carroll Ballard
346081,[],Rohit Jugraj
16016,"[""Casper Christensen"", ""Frank Hvam"", ""Ali Kazim"", ""Iben Hjejle"", ""Peter Belli"", ""Lars Hjortsh\u00f8j""]","Kresten Vestbjerg Andersen,Thorbjørn Christoffersen"
15875,[],John Ford
5900,[],Alex van Warmerdam
43306,[],Victor Fleming
11072,"[""Cleavon Little"", ""Gene Wilder"", ""Harvey Korman"", ""Slim Pickens"", ""Madeline Kahn"", ""Mel Brooks"", ""Dom DeLuise"", ""Liam Dunn"", ""George Furth"", ""Burton Gilliam"", ""John Hillerman"", ""Alex Karras"", ""David Huddleston"", ""Carol Arthur"", ""Richard Collier"", ""Charles McGregor"", ""Don Megowan"", ""Count Basie"", ""Karl Lukas"", ""Robyn Hilton"", ""Jack Starrett"", ""Rodney Allen Rippy"", ""Robert Ridgely"", ""Anne Bancroft"", ""Ralph Manza""]",Mel Brooks
9730,[],Joseph Zito
209274,"[""Agata Trzebuchowska"", ""Agata Kulesza"", ""Joanna Kulig"", ""Dawid Ogrodnik"", ""Adam Szyszkowski"", ""Jerzy Trela"", ""Artur Janusiak"", ""Dorota Kuduk"", ""Halina Skoczy\u0144ska"", ""Natalia Lagiewczyk""]",Paweł Pawlikowski
26371,"[""James Wilby"", ""Hugh Grant"", ""Rupert Graves"", ""Denholm Elliott"", ""Simon Callow"", ""Billie Whitelaw"", ""Barry Foster"", ""Judy Parfitt"", ""Phoebe Nicholls"", ""Ben Kingsley"", ""Julian Wadham"", ""Patrick Godfrey"", ""Mark Tandy"", ""Miles Richardson"", ""Harriet Thorpe"", ""Matthew Sim"", ""Kitty Aldridge"", ""Catherine Rabett"", ""Peter Eyre"", ""Michael Jenn"", ""Mark Payton"", ""Orlando Wells"", ""Maria Britneva"", ""Jean-Marc Barr"", ""Helena Bonham Carter"", ""Serena Gordon"", ""Helena Michell""]",James Ivory
14137,"[""Artie Lange"", ""Ralph Macchio"", ""Anthony DeSando"", ""Jimmy Palumbo"", ""Joe Lo Truglio"", ""Jerry Minor"", ""Seymour Cassel"", ""Elizabeth Regen"", ""Maddie Corman"", ""Daniel Tay""]",Frank Sebastiano
291,"[""Jeff Clark"", ""Darrick Doerner"", ""Laird Hamilton"", ""Dave Kalama"", ""David H. Kalama Jr."", ""Brian L. Keaulana"", ""Buzzy Kerbox"", ""Titus Kinimaka"", ""Gerry Lopez"", ""Mickey Munoz"", ""Greg Noll"", ""Evan Slater"", ""Kelly Slater"", ""Darryl Virostko""]",Stacy Peralta
14139,"[""Karra Elejalde"", ""Candela Fern\u00e1ndez"", ""B\u00e1rbara Goenaga"", ""Nacho Vigalondo"", ""Juan Inciarte"", ""Libby Brien"", ""Nicole Dionne"", ""Philip Hersh""]",Nacho Vigalondo
33106,[],Ning Hao
8875,"[""Josh Randall"", ""Nick Searcy"", ""Beth Broderick"", ""Sascha Rosemann"", ""T.W. Leshner"", ""Ryan Wiik"", ""Branden R. Morgan"", ""Carl Bressler"", ""Ryan McGee"", ""Suzanna Urszuly"", ""Debbie Jaffe"", ""Brianna Brown""]",Tony Giglio
872,[],"Stanley Donen,Gene Kelly"
72914,"[""Joe Cross"", ""Phil Riverstone"", ""Amy Badberg"", ""Merv Cross"", ""Virginia Cross""]","Joe Cross,Kurt Engfehr"
139038,[],Michael Tiddes
126509,[],
9591,[],Tom Hanks
10676,[],Tommy Lee Wallace
1687,[],Don Taylor
24748,[],Martin Ritt
181330,"[""Kevin Hart"", ""David Terrell"", ""David Jason Perez"", ""Justine Herron"", ""Harry Ratchford"", ""Joey Wells"", ""William Horton""]",Leslie Small
468,"[""River Phoenix"", ""Keanu Reeves"", ""James Russo"", ""William Richert"", ""Rodney Harvey"", ""Chiara Caselli"", ""Grace Zabriskie"", ""Tom Troupe"", ""Michael Parker"", ""Jessie Thomas"", ""Flea"", ""Udo Kier"", ""Sally Curtice""]",Gus Van Sant
401,[],Zach Braff
76,"[""Ethan Hawke"", ""Julie Delpy"", ""Andrea Eckert"", ""Hanno P\u00f6schl"", ""Karl Bruckschwaiger"", ""Tex Rubinowitz"", ""Erni Mangold"", ""Dominik Castell"", ""Haymon Maria Buttinger"", ""Harold Waiglein"", ""Bilge Jeschim"", ""Kurti"", ""Hans Weingartner"", ""Liese Lyon"", ""Peter Ily Huemer"", ""Otto Reiter"", ""Hubert Fabian Kulterer"", ""Branko Andric"", ""Constanze Schweiger"", ""John Sloss"", ""Alexandra Seibel"", ""Georg Sch\u00f6llhammer"", ""Christian Ankowitsch"", ""Wilbirg Reiter"", ""Barbara Klebel"", ""Wolfgang Staribacher"", ""Wolfgang Gl\u00fcxam""]",Richard Linklater
50538,[],Éric Tessier
25636,"[""Billy Crudup"", ""Denis Leary"", ""Jack Black"", ""Dennis Hopper"", ""Holly Hunter"", ""Samantha Morton"", ""Miranda July"", ""Michael Shannon"", ""Mark Webber""]",Alison Maclean
19316,[],
21074,[],Sarah Gavron
84329,"[""Frank Langella"", ""Liv Tyler"", ""James Marsden"", ""Susan Sarandon"", ""Peter Sarsgaard"", ""Jeremy Strong"", ""Jeremy Sisto"", ""Bonnie Bentley"", ""Dario Barosso"", ""Rachael Ma"", ""Joshua Ormond"", ""Katherine Waterston"", ""Jesse Newman"", ""Ana Gasteyer"", ""Dana Morgan""]",Jake Schreier
20,[],Isabel Coixet
157386,[],James Ponsoldt
13007,"[""Bill Maher"", ""Jose Luis De Jesus Miranda"", ""Andrew Newberg"", ""Steve Burg"", ""Tal Bachman"", ""Jonathan Boulden"", ""Francis Collins"", ""George Coyne"", ""Benjamin Creme"", ""Jeremiah Cummings"", ""Fatima Elatik"", ""Yahuda Etzion"", ""Reginald Foster"", ""Mohamed Junas Gaffar"", ""Bill Gardiner"", ""Ted Haggard""]",Larry Charles
13518,"[""Joshua Tickell"", ""Barbara Boxer"", ""Richard Branson"", ""George W. Bush"", ""Sheryl Crow"", ""Larry David""]",
116584,"[""Pete Postlethwaite"", ""Gabriel Mann"", ""Emily Harrison"", ""Diana Scarwid""]",Tim Boxell
46849,"[""Carly Schroeder"", ""Adrian Dunbar"", ""George Harris"", ""Katharine Ross"", ""Christine Adams"", ""Jane Lynch"", ""Andrea Bowen"", ""Rudy Levarity"", ""Joey Jameka"", ""Vivica Watkins"", ""Greg Lee"", ""Alexa Sheehan"", ""Robert Keskemety"", ""Jahmaal McIntyre"", ""Christopher Herrod"", ""Marshall Thompson""]",Michael D. Sellers
40428,"[""Rocky Mayor Anderson"", ""Matt Aune"", ""Tyler Barrick"", ""Bruce Barton"", ""Melissa Bird"", ""Dustin Lance Black""]","Reed Cowan,Steven Greenstreet"
17334,[],James Dodson
1698,"[""Franka Potente"", ""Benno F\u00fcrmann"", ""Anna Loos"", ""Oliver Wnuk"", ""Sebastian Blomberg"", ""Holger Speckhahn"", ""Traugott Buhre"", ""Arndt Schwering-Sohnrey"", ""Andreas G\u00fcnther"", ""Antonia Holfelder"", ""R\u00fcdiger Vogler"", ""Barbara Magdalena Ahren"", ""Werner Dissel"", ""Gennadi Vengerov"", ""Thomas Meinhardt"", ""Christoph Hagen Dittmann""]",Stefan Ruzowitzky
20764,"[""Leonor Varela"", ""Jacob Vargas"", ""Luis Fernando Pe\u00f1a""]",Alex Rivera
45132,[],James Gunn
76706,"[""Ashley Scott"", ""A.J. Buckley"", ""Rolanda Watts"", ""Vanessa Evigan"", ""Lochlyn Munro"", ""Piper Mackenzie Harris"", ""Paris Tanaka"", ""Ron Rogg\u00e9""]",John Murlowski
254472,[],Benni Diez
